Date,Close,High,Low,Open,Volume
1999-01-22,0.03761516883969307,0.044779435964025956,0.035584742486323005,0.04012247801796018,2714688000
1999-01-25,0.041555870324373245,0.042032752997675164,0.03761515688229781,0.04060026695047272,510480000
1999-01-26,0.038331419229507446,0.04286915560621533,0.037734394865056385,0.04203277418720806,343200000
1999-01-27,0.038212183862924576,0.03940622877138542,0.03630098021475486,0.03845062523909648,244368000
1999-01-28,0.03809204697608948,0.03845062635636322,0.03785360559298914,0.03821218497326288,227520000
1999-01-29,0.03630099073052406,0.03821219493233658,0.03630099073052406,0.03809205690385214,244032000
1999-02-01,0.03701814264059067,0.037256584040505664,0.036300983829469835,0.036300983829469835,154704000
1999-02-02,0.034152258187532425,0.03725659212992348,0.03307743533496161,0.03630099171140085,264096000
1999-02-03,0.03486848995089531,0.0353462917093275,0.033435088092006876,0.03367444847811588,75120000
1999-02-04,0.03677878901362419,0.03773438931223185,0.03486849718115877,0.03534629903866701,181920000
1999-02-05,0.03785361722111702,0.03821219671154161,0.03642113045481937,0.03737581529431457,136848000
1999-02-08,0.036540333181619644,0.03821217967290461,0.036540333181619644,0.038092041692395384,154080000
1999-02-09,0.03510693460702896,0.037495024376384335,0.034629132850401416,0.03725657958855363,86976000
1999-02-10,0.034749265760183334,0.036062529430325084,0.03415224169694537,0.03510692947321885,148224000
1999-02-11,0.037734370678663254,0.03916685652983731,0.03486847996279255,0.03486847996279255,132240000
1999-02-12,0.0398840568959713,0.04012249842972364,0.03821220911648084,0.03821220911648084,109728000
1999-02-16,0.04012247920036316,0.04227212803151164,0.036062541971509134,0.040600281053281444,211008000
1999-02-17,0.0379728227853775,0.03964466942971067,0.03725657965603016,0.03916686767221776,67728000
1999-02-18,0.038569845259189606,0.03964466770514315,0.03749502281323607,0.039166865968434904,70704000
1999-02-19,0.0398840568959713,0.04060030051163634,0.03773440703456814,0.03821220911648084,75360000
1999-02-22,0.04012247920036316,0.04107808290619972,0.037972830369214686,0.040600281053281444,205248000
1999-02-23,0.042032744735479355,0.04286912556844681,0.038689971611198734,0.041078060562885335,138096000
1999-02-24,0.04537644982337952,0.050153544687166145,0.04430162739388296,0.04824234118600425,612768000
1999-02-25,0.04394397512078285,0.04872015563409934,0.043226812832609464,0.04728766566928354,149136000
1999-02-26,0.04191353917121887,0.04585425309596189,0.04155587541423116,0.044421766873305284,172608000
1999-03-01,0.04215289652347565,0.04394396553341146,0.04012247054812202,0.042988362033646754,92160000
1999-03-02,0.04179433360695839,0.04227213554479936,0.04107809020726239,0.04203277506881342,55248000
1999-03-03,0.038928426802158356,0.04203275974520168,0.038689985427230365,0.04203275974520168,61392000
1999-03-04,0.03809204697608948,0.04107807663960378,0.037734383193234834,0.040838716242676064,57360000
1999-03-05,0.040241699665784836,0.04036091866153363,0.03845063035651494,0.03845063035651494,78768000
1999-03-08,0.04083871468901634,0.042032759586746765,0.038450624893555496,0.03916686802943527,75888000
1999-03-09,0.04215289652347565,0.042749920665590274,0.04071949469023665,0.04071949469023665,143184000
1999-03-10,0.04143574833869934,0.042749931530102,0.04083872404485634,0.042749931530102,235344000
